2023-03-05 07:59:59,224 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-03-05 07:59:59,245 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-03-05 07:59:59,246 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-03-05 07:59:59,246 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-03-05 07:59:59,247 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-03-05 07:59:59,247 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-03-05 07:59:59,248 INFO  SwAddin.cs: 201 - Setting up command manager
2023-03-05 07:59:59,248 INFO  SwAddin.cs: 204 - Adding command manager
2023-03-05 07:59:59,250 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-03-05 07:59:59,251 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-03-05 07:59:59,251 INFO  SwAddin.cs: 210 - Adding event handlers
2023-03-05 07:59:59,253 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-03-05 09:41:47,396 INFO  SwAddin.cs: 294 - Assembly export called for file GrasperAssembly.SLDASM
2023-03-05 09:41:47,400 INFO  SwAddin.cs: 299 - Save is required
2023-03-05 09:41:47,400 INFO  SwAddin.cs: 313 - Saving assembly
2023-03-05 09:41:50,390 INFO  SwAddin.cs: 316 - Opening property manager
2023-03-05 09:41:50,415 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GrasperAssembly.SLDASM
2023-03-05 09:41:50,422 INFO  ExportHelperExtension.cs: 1136 - Found 53 in GrasperAssembly.SLDASM
2023-03-05 09:41:50,422 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GrasperAssembly.SLDASM
2023-03-05 09:41:50,423 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-05 09:41:50,424 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2023-03-05 09:41:50,425 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SoftJaw_Sealed-1
2023-03-05 09:41:50,425 INFO  ExportHelperExtension.cs: 1136 - Found 27 in SoftJaw_Sealed-1
2023-03-05 09:41:50,426 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SoftJaw_Sealed-1
2023-03-05 09:41:50,426 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TiltMcKibben_MountConnector-4
2023-03-05 09:41:50,427 INFO  ExportHelperExtension.cs: 1136 - Found 255 in TiltMcKibben_MountConnector-4
2023-03-05 09:41:50,428 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TiltMcKibben_MountConnector-4
2023-03-05 09:41:50,428 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SoftJawSupport-1
2023-03-05 09:41:50,429 INFO  ExportHelperExtension.cs: 1136 - Found 88 in SoftJawSupport-1
2023-03-05 09:41:50,430 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SoftJawSupport-1
2023-03-05 09:41:50,431 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ConstrainingCylinder-1
2023-03-05 09:41:50,431 INFO  ExportHelperExtension.cs: 1136 - Found 94 in ConstrainingCylinder-1
2023-03-05 09:41:50,434 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ConstrainingCylinder-1
2023-03-05 09:41:50,435 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GrasperMount-1
2023-03-05 09:41:50,511 INFO  ExportHelperExtension.cs: 1136 - Found 88 in GrasperMount-1
2023-03-05 09:41:50,512 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GrasperMount-1
2023-03-05 09:41:50,512 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TiltMcKibbens-5
2023-03-05 09:41:50,513 INFO  ExportHelperExtension.cs: 1136 - Found 291 in TiltMcKibbens-5
2023-03-05 09:41:50,514 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TiltMcKibbens-5
2023-03-05 09:41:50,515 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SoftJawSupport-5
2023-03-05 09:41:50,515 INFO  ExportHelperExtension.cs: 1136 - Found 88 in SoftJawSupport-5
2023-03-05 09:41:50,516 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SoftJawSupport-5
2023-03-05 09:41:50,516 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TiltMcKibbens-9
2023-03-05 09:41:50,517 INFO  ExportHelperExtension.cs: 1136 - Found 291 in TiltMcKibbens-9
2023-03-05 09:41:50,518 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TiltMcKibbens-9
2023-03-05 09:41:50,518 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SoftJaw_Sealed-5
2023-03-05 09:41:50,519 INFO  ExportHelperExtension.cs: 1136 - Found 27 in SoftJaw_Sealed-5
2023-03-05 09:41:50,519 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SoftJaw_Sealed-5
2023-03-05 09:41:50,519 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SoftJaw_Sealed-4
2023-03-05 09:41:50,520 INFO  ExportHelperExtension.cs: 1136 - Found 27 in SoftJaw_Sealed-4
2023-03-05 09:41:50,521 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SoftJaw_Sealed-4
2023-03-05 09:41:50,521 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SoftJawSupport-4
2023-03-05 09:41:50,521 INFO  ExportHelperExtension.cs: 1136 - Found 88 in SoftJawSupport-4
2023-03-05 09:41:50,522 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SoftJawSupport-4
2023-03-05 09:41:50,522 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TiltMcKibbens-8
2023-03-05 09:41:50,523 INFO  ExportHelperExtension.cs: 1136 - Found 291 in TiltMcKibbens-8
2023-03-05 09:41:50,523 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TiltMcKibbens-8
2023-03-05 09:41:50,524 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TiltMcKibben_MountConnector-8
2023-03-05 09:41:50,525 INFO  ExportHelperExtension.cs: 1136 - Found 255 in TiltMcKibben_MountConnector-8
2023-03-05 09:41:50,526 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TiltMcKibben_MountConnector-8
2023-03-05 09:41:50,526 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TiltMcKibben_MountConnector-7
2023-03-05 09:41:50,527 INFO  ExportHelperExtension.cs: 1136 - Found 255 in TiltMcKibben_MountConnector-7
2023-03-05 09:41:50,528 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TiltMcKibben_MountConnector-7
2023-03-05 09:41:50,528 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from GrasperAssembly.SLDASM
2023-03-05 09:41:50,528 INFO  ExportHelperExtension.cs: 1136 - Found 53 in GrasperAssembly.SLDASM
